Notes,Year,Year Code,Cause of death,Cause of death Code,Deaths,Population,Crude Rate
,1981,1981,"Other organism, not elsewhere classified",8.8,150,229487512,0.1
,1981,1981,"Infectious colitis, enteritis, and gastroenteritis",9,179,229487512,0.1
,1981,1981,Infectious diarrhea,9.2,10,229487512,0.0 (Unreliable)
,1981,1981,"Primary tuberculous infection, unspecified",10.9,1,229487512,0.0 (Unreliable)
,1981,1981,"Tuberculosis of lung, infiltrative",11,1,229487512,0.0 (Unreliable)
,1981,1981,"Tuberculosis of lung, nodular",11.1,1,229487512,0.0 (Unreliable)
,1981,1981,Tuberculosis of lung with cavitation,11.2,98,229487512,0
,1981,1981,Tuberculosis of bronchus,11.3,21,229487512,0
,1981,1981,Tuberculous fibrosis of lung,11.4,73,229487512,0
,1981,1981,Tuberculous bronchiectasis,11.5,9,229487512,0.0 (Unreliable)
,1981,1981,Tuberculous pneumonia [any form],11.6,182,229487512,0.1
,1981,1981,Tuberculous pneumothorax,11.7,7,229487512,0.0 (Unreliable)
,1981,1981,Other specified pulmonary tuberculosis,11.8,9,229487512,0.0 (Unreliable)
,1981,1981,"Pulmonary tuberculosis, unspecified",11.9,1160,229487512,0.5
,1981,1981,Tuberculous pleurisy,12,22,229487512,0
,1981,1981,Tuberculosis of intrathoracic lymph nodes,12.1,1,229487512,0.0 (Unreliable)
,1981,1981,Other specified respiratory tuberculosis,12.8,1,229487512,0.0 (Unreliable)
,1981,1981,Tuberculous meningitis,13,44,229487512,0
,1981,1981,Other specified tuberculosis of central nervous system,13.8,4,229487512,0.0 (Unreliable)
,1981,1981,Unspecified tuberculosis of central nervous system,13.9,3,229487512,0.0 (Unreliable)
,1981,1981,"Tuberculosis of intestines, peritoneum, and mesenteric glands",14,16,229487512,0.0 (Unreliable)
,1981,1981,Vertebral column,15,41,229487512,0
,1981,1981,Hip,15.1,1,229487512,0.0 (Unreliable)
,1981,1981,Tuberculosis of unspecified bones and joints,15.9,1,229487512,0.0 (Unreliable)
,1981,1981,Kidney,16,9,229487512,0.0 (Unreliable)
,1981,1981,Skin and subcutaneous cellular tissue,17,31,229487512,0
,1981,1981,Peripheral lymph nodes,17.2,3,229487512,0.0 (Unreliable)
,1981,1981,Eye,17.3,1,229487512,0.0 (Unreliable)
,1981,1981,Adrenal glands,17.6,3,229487512,0.0 (Unreliable)
,1981,1981,Esophagus,17.8,9,229487512,0.0 (Unreliable)
,1981,1981,Other specified miliary tuberculosis,18.8,1,229487512,0.0 (Unreliable)
,1981,1981,"Miliary tuberculosis, unspecified",18.9,184,229487512,0.1
,1981,1981,Septicemic,20.2,1,229487512,0.0 (Unreliable)
,1981,1981,"Pneumonic, unspecified",20.5,2,229487512,0.0 (Unreliable)
,1981,1981,Tularemia,21,1,229487512,0.0 (Unreliable)
,1981,1981,"Brucellosis, unspecified",23.9,1,229487512,0.0 (Unreliable)
,1981,1981,Listeriosis,27,73,229487512,0
,1981,1981,Pasteurellosis,27.2,5,229487512,0.0 (Unreliable)
,1981,1981,Other specified zoonotic bacterial diseases,27.8,1,229487512,0.0 (Unreliable)
,1981,1981,"Leprosy, unspecified",30.9,2,229487512,0.0 (Unreliable)
,1981,1981,Pulmonary,31,64,229487512,0
,1981,1981,Unspecified diseases due to mycobacteria,31.9,19,229487512,0.0 (Unreliable)
,1981,1981,"Whooping cough, unspecified organism",33.9,6,229487512,0.0 (Unreliable)
,1981,1981,Streptococcal sore throat,34,4,229487512,0.0 (Unreliable)
,1981,1981,Scarlet fever,34.1,3,229487512,0.0 (Unreliable)
,1981,1981,Erysipelas,35,6,229487512,0.0 (Unreliable)
,1981,1981,Meningococcal meningitis,36,160,229487512,0.1
,1981,1981,Meningococcemia,36.2,232,229487512,0.1
,1981,1981,"Waterhouse-friderichsen syndrome, meningococcal",36.3,64,229487512,0
,1981,1981,"Meningococcal infection, unspecified",36.9,3,229487512,0.0 (Unreliable)
,1981,1981,Tetanus,37,31,229487512,0
,1981,1981,Streptococcal septicemia,38,125,229487512,0.1
,1981,1981,Staphylococcal septicemia,38.1,514,229487512,0.2
,1981,1981,Pneumococcal septicemia [streptococcus pneumoniae septicemia],38.2,118,229487512,0.1
,1981,1981,Septicemia due to anaerobes,38.3,43,229487512,0
,1981,1981,Septicemia due to other gram-negative organisms,38.4,1419,229487512,0.6
,1981,1981,Other specified septicemias,38.8,98,229487512,0
,1981,1981,Unspecified septicemia,38.9,8126,229487512,3.5
,1981,1981,Cutaneous,39,1,229487512,0.0 (Unreliable)
,1981,1981,Pulmonary,39.1,26,229487512,0
,1981,1981,Of other specified sites,39.8,15,229487512,0.0 (Unreliable)
,1981,1981,Of unspecified site,39.9,13,229487512,0.0 (Unreliable)
,1981,1981,Gas gangrene,40,98,229487512,0
,1981,1981,Whipple's disease,40.2,5,229487512,0.0 (Unreliable)
,1981,1981,Other specified bacterial diseases,40.8,63,229487512,0
,1981,1981,Streptococcus,41,14,229487512,0.0 (Unreliable)
,1981,1981,Staphylococcus,41.1,35,229487512,0
,1981,1981,Pneumococcus,41.2,8,229487512,0.0 (Unreliable)
,1981,1981,Friedländer's bacillus,41.3,4,229487512,0.0 (Unreliable)
,1981,1981,Escherichia coli [e.coli],41.4,9,229487512,0.0 (Unreliable)
,1981,1981,Hemophilus influenzae [h. influenzae],41.5,15,229487512,0.0 (Unreliable)
,1981,1981,Proteus (mirabilis) (morganii),41.6,10,229487512,0.0 (Unreliable)
,1981,1981,Pseudomonas,41.7,38,229487512,0
,1981,1981,Other specified bacterial infections,41.8,34,229487512,0
,1981,1981,"Bacterial infection, unspecified",41.9,28,229487512,0
,1981,1981,Creutzfeldt-Jakob disease - CJD,46.1,170,229487512,0.1
,1981,1981,Subacute sclerosing panencephalitis,46.2,16,229487512,0.0 (Unreliable)
,1981,1981,Progressive multifocal leukoencephalopathy,46.3,22,229487512,0
,1981,1981,Unspecified viral meningitis,47.9,38,229487512,0
,1981,1981,Other enterovirus diseases of central nervous system,48,28,229487512,0
,1981,1981,Lymphocytic choriomeningitis,49,7,229487512,0.0 (Unreliable)
,1981,1981,Other specified non-arthropod-borne viral diseases of central nervous system,49.8,3,229487512,0.0 (Unreliable)
,1981,1981,Unspecified non-arthropod-borne viral diseases of central nervous system,49.9,154,229487512,0.1
,1981,1981,Contagious pustular dermatitis,51.2,1,229487512,0.0 (Unreliable)
,1981,1981,Chickenpox,52,84,229487512,0
,1981,1981,With other nervous system complications,53.1,18,229487512,0.0 (Unreliable)
,1981,1981,With ophthalmic complications,53.2,6,229487512,0.0 (Unreliable)
,1981,1981,With other specified complications,53.7,5,229487512,0.0 (Unreliable)
,1981,1981,With unspecified complication,53.8,1,229487512,0.0 (Unreliable)
,1981,1981,Herpes zoster without mention of complication,53.9,144,229487512,0.1
,1981,1981,Herpetic gingivostomatitis,54.2,1,229487512,0.0 (Unreliable)
,1981,1981,Herpetic meningoencephalitis,54.3,196,229487512,0.1
,1981,1981,Herpetic septicemia,54.5,10,229487512,0.0 (Unreliable)
,1981,1981,With other specified complications,54.7,10,229487512,0.0 (Unreliable)
,1981,1981,Herpes simplex without mention of complication,54.9,54,229487512,0
,1981,1981,Postmeasles encephalitis,55,2,229487512,0.0 (Unreliable)
,1981,1981,Rubella without mention of complication,56.9,5,229487512,0.0 (Unreliable)
,1981,1981,Viral hepatitis a with hepatic coma,70,9,229487512,0.0 (Unreliable)
,1981,1981,Viral hepatitis a without mention of hepatic coma,70.1,84,229487512,0
,1981,1981,Viral hepatitis b with hepatic coma,70.2,39,229487512,0
,1981,1981,Viral hepatitis b without mention of hepatic coma,70.3,320,229487512,0.1
,1981,1981,Other specified viral hepatitis without mention of hepatic coma,70.5,2,229487512,0.0 (Unreliable)
,1981,1981,Unspecified viral hepatitis with hepatic coma,70.6,45,229487512,0
,1981,1981,Unspecified viral hepatitis without mention of hepatic coma,70.9,363,229487512,0.2
,1981,1981,Rabies,71,1,229487512,0.0 (Unreliable)
,1981,1981,Mumps without mention of complication,72.9,1,229487512,0.0 (Unreliable)
,1981,1981,Coxsackie carditis,74.2,7,229487512,0.0 (Unreliable)
,1981,1981,Infectious mononucleosis,75,16,229487512,0.0 (Unreliable)
,1981,1981,Viral warts,78.1,2,229487512,0.0 (Unreliable)
,1981,1981,Cytomegaloviral disease,78.5,56,229487512,0
,1981,1981,Other specified diseases due to viruses and chlamydiae,78.8,58,229487512,0
,1981,1981,Echo virus,79.1,1,229487512,0.0 (Unreliable)
,1981,1981,Coxsackie virus,79.2,2,229487512,0.0 (Unreliable)
,1981,1981,Other specified viral and chlamydial infections,79.8,7,229487512,0.0 (Unreliable)
,1981,1981,Unspecified viral and chlamydial infections,79.9,279,229487512,0.1
,1981,1981,Spotted fevers,82,30,229487512,0
,1981,1981,"Rickettsiosis, unspecified",83.9,2,229487512,0.0 (Unreliable)
,1981,1981,Falciparum malaria [malignant tertian],84,2,229487512,0.0 (Unreliable)
,1981,1981,"Malaria, unspecified",84.6,5,229487512,0.0 (Unreliable)
,1981,1981,"Early congenital syphilis, unspecified",90.2,1,229487512,0.0 (Unreliable)
,1981,1981,Juvenile neurosyphilis,90.4,6,229487512,0.0 (Unreliable)
,1981,1981,"Other late congenital syphilis, symptomatic",90.5,3,229487512,0.0 (Unreliable)
,1981,1981,"Congenital syphilis, unspecified",90.9,6,229487512,0.0 (Unreliable)
,1981,1981,Secondary syphilis of skin or mucous membranes,91.3,1,229487512,0.0 (Unreliable)
,1981,1981,"Aneurysm of aorta, specified as syphilitic",93,8,229487512,0.0 (Unreliable)
,1981,1981,Syphilitic aortitis,93.1,15,229487512,0.0 (Unreliable)
,1981,1981,Syphilitic endocarditis,93.2,14,229487512,0.0 (Unreliable)
,1981,1981,Other specified cardiovascular syphilis,93.8,12,229487512,0.0 (Unreliable)
,1981,1981,"Cardiovascular syphilis, unspecified",93.9,6,229487512,0.0 (Unreliable)
,1981,1981,Tabes dorsalis,94,11,229487512,0.0 (Unreliable)
,1981,1981,General paresis,94.1,12,229487512,0.0 (Unreliable)
,1981,1981,Syphilitic meningitis,94.2,1,229487512,0.0 (Unreliable)
,1981,1981,Other specified neurosyphilis,94.8,6,229487512,0.0 (Unreliable)
,1981,1981,"Neurosyphilis, unspecified",94.9,15,229487512,0.0 (Unreliable)
,1981,1981,"Other forms of late syphilis, with symptoms",95,1,229487512,0.0 (Unreliable)
,1981,1981,"Late syphilis, unspecified",97,12,229487512,0.0 (Unreliable)
,1981,1981,"Syphilis, unspecified",97.9,6,229487512,0.0 (Unreliable)
,1981,1981,"Acute, of lower genitourinary tract",98,2,229487512,0.0 (Unreliable)
,1981,1981,Gonococcal infection of other specified sites,98.8,2,229487512,0.0 (Unreliable)
,1981,1981,Lymphogranuloma venereum,99.1,1,229487512,0.0 (Unreliable)
,1981,1981,Reiter's disease,99.3,1,229487512,0.0 (Unreliable)
,1981,1981,Leptospirosis icterohemorrhagica,100,1,229487512,0.0 (Unreliable)
,1981,1981,Other specified leptospiral infections,100.8,1,229487512,0.0 (Unreliable)
,1981,1981,"Leptospirosis, unspecified",100.9,3,229487512,0.0 (Unreliable)
,1981,1981,Vincent's angina,101,2,229487512,0.0 (Unreliable)
,1981,1981,Of scalp and beard,110,1,229487512,0.0 (Unreliable)
,1981,1981,Of mouth,112,5,229487512,0.0 (Unreliable)
,1981,1981,Of other urogenital sites,112.2,3,229487512,0.0 (Unreliable)
,1981,1981,Of skin and nails,112.3,1,229487512,0.0 (Unreliable)
,1981,1981,Of lung,112.4,38,229487512,0
,1981,1981,Disseminated,112.5,163,229487512,0.1
,1981,1981,Of other specified sites,112.8,24,229487512,0
,1981,1981,Of unspecified site,112.9,62,229487512,0
,1981,1981,Coccidioidomycosis,114,68,229487512,0
,1981,1981,Infection by histoplasma capsulatum,115,11,229487512,0.0 (Unreliable)
,1981,1981,"Histoplasmosis, unspecified",115.9,42,229487512,0
,1981,1981,Blastomycosis,116,33,229487512,0
,1981,1981,Sporotrichosis,117.1,1,229487512,0.0 (Unreliable)
,1981,1981,Chromoblastomycosis,117.2,1,229487512,0.0 (Unreliable)
,1981,1981,Aspergillosis,117.3,114,229487512,0
,1981,1981,Cryptococcosis,117.5,129,229487512,0.1
,1981,1981,Zygomycosis [phycomycosis or mucormycosis],117.7,31,229487512,0
,1981,1981,Other and unspecified mycoses,117.9,107,229487512,0
,1981,1981,Schistosoma mansoni,120.1,1,229487512,0.0 (Unreliable)
,1981,1981,"Schistosomiasis, unspecified",120.9,6,229487512,0.0 (Unreliable)
,1981,1981,Clonorchiasis,121.1,2,229487512,0.0 (Unreliable)
,1981,1981,"Echinococcosis, other and unspecified",122.9,3,229487512,0.0 (Unreliable)
,1981,1981,Cysticercosis,123.1,8,229487512,0.0 (Unreliable)
,1981,1981,Ascariasis,127,1,229487512,0.0 (Unreliable)
,1981,1981,Strongyloidiasis,127.2,7,229487512,0.0 (Unreliable)
,1981,1981,Toxocariasis,128,2,229487512,0.0 (Unreliable)
,1981,1981,"Helminth infection, unspecified",128.9,1,229487512,0.0 (Unreliable)
,1981,1981,"Intestinal parasitism, unspecified",129,6,229487512,0.0 (Unreliable)
,1981,1981,Toxoplasmosis,130,8,229487512,0.0 (Unreliable)
,1981,1981,"Trichomoniasis, unspecified",131.9,1,229487512,0.0 (Unreliable)
,1981,1981,"Pediculosis, unspecified",132.9,2,229487512,0.0 (Unreliable)
,1981,1981,Scabies,133,1,229487512,0.0 (Unreliable)
,1981,1981,"Infestation, unspecified",134.9,2,229487512,0.0 (Unreliable)
,1981,1981,Sarcoidosis,135,324,229487512,0.1
,1981,1981,Behçet's syndrome,136.1,7,229487512,0.0 (Unreliable)
,1981,1981,Specific infections by free-living amebae,136.2,2,229487512,0.0 (Unreliable)
,1981,1981,Pneumocystosis,136.3,178,229487512,0.1
,1981,1981,Other specified infectious and parasitic diseases,136.8,4,229487512,0.0 (Unreliable)
,1981,1981,Unspecified infectious and parasitic diseases,136.9,251,229487512,0.1
,1981,1981,Late effects of respiratory or unspecified tuberculosis,137,281,229487512,0.1
,1981,1981,Late effects of central nervous system tuberculosis,137.1,2,229487512,0.0 (Unreliable)
,1981,1981,Late effects of genitourinary tuberculosis,137.2,3,229487512,0.0 (Unreliable)
,1981,1981,Late effects of tuberculosis of other specified organs,137.4,4,229487512,0.0 (Unreliable)
,1981,1981,Late effects of acute poliomyelitis,138,95,229487512,0
,1981,1981,Late effects of viral encephalitis,139,5,229487512,0.0 (Unreliable)
,1981,1981,Late effects of other and unspecified infectious and parasitic diseases,139.8,31,229487512,0
,1981,1981,"Upper lip, vermilion border",140,4,229487512,0.0 (Unreliable)
,1981,1981,"Lower lip, vermilion border",140.1,29,229487512,0
,1981,1981,"Upper lip, inner aspect",140.3,1,229487512,0.0 (Unreliable)
,1981,1981,"Lower lip, inner aspect",140.4,1,229487512,0.0 (Unreliable)
,1981,1981,"Lip, unspecified, vermilion border",140.9,114,229487512,0
,1981,1981,Base of tongue,141,228,229487512,0.1
,1981,1981,Tip and lateral border of tongue,141.2,2,229487512,0.0 (Unreliable)
,1981,1981,Lingual tonsil,141.6,29,229487512,0
,1981,1981,Other sites of tongue,141.8,1,229487512,0.0 (Unreliable)
,1981,1981,"Tongue, unspecified",141.9,1655,229487512,0.7
,1981,1981,Parotid gland,142,489,229487512,0.2
,1981,1981,Submandibular gland,142.1,49,229487512,0
,1981,1981,Other major salivary glands,142.8,2,229487512,0.0 (Unreliable)
,1981,1981,"Salivary gland, unspecified",142.9,74,229487512,0
,1981,1981,Upper gum,143,36,229487512,0
,1981,1981,Lower gum,143.1,87,229487512,0
,1981,1981,Other sites of gum,143.8,1,229487512,0.0 (Unreliable)
,1981,1981,"Gum, unspecified",143.9,66,229487512,0
,1981,1981,Anterior portion,144,4,229487512,0.0 (Unreliable)
,1981,1981,"Floor of mouth, part unspecified",144.9,532,229487512,0.2
,1981,1981,Cheek mucosa,145,45,229487512,0
,1981,1981,Hard palate,145.2,25,229487512,0
,1981,1981,Soft palate,145.3,113,229487512,0
,1981,1981,Uvula,145.4,16,229487512,0.0 (Unreliable)
,1981,1981,"Palate, unspecified",145.5,157,229487512,0.1
,1981,1981,Retromolar area,145.6,39,229487512,0
,1981,1981,Other specified parts of mouth,145.8,2,229487512,0.0 (Unreliable)
,1981,1981,"Mouth, unspecified",145.9,872,229487512,0.4
,1981,1981,Tonsil,146,607,229487512,0.3
,1981,1981,Tonsillar fossa,146.1,53,229487512,0
,1981,1981,Tonsillar pillars (anterior) (posterior),146.2,19,229487512,0.0 (Unreliable)
,1981,1981,Vallecula,146.3,5,229487512,0.0 (Unreliable)
,1981,1981,Other specified sites of oropharynx,146.8,2,229487512,0.0 (Unreliable)
,1981,1981,"Oropharynx, unspecified",146.9,395,229487512,0.2
,1981,1981,Posterior wall,147.1,14,229487512,0.0 (Unreliable)
,1981,1981,Lateral wall,147.2,1,229487512,0.0 (Unreliable)
,1981,1981,Anterior wall,147.3,1,229487512,0.0 (Unreliable)
,1981,1981,Other specified sites of nasopharynx,147.8,1,229487512,0.0 (Unreliable)
,1981,1981,"Nasopharynx, unspecified",147.9,648,229487512,0.3
,1981,1981,Postcricoid region,148,4,229487512,0.0 (Unreliable)
,1981,1981,Pyriform sinus,148.1,269,229487512,0.1
,1981,1981,"Aryepiglottic fold, hypopharyngeal aspect",148.2,3,229487512,0.0 (Unreliable)
,1981,1981,Posterior hypopharyngeal wall,148.3,2,229487512,0.0 (Unreliable)
,1981,1981,"Hypopharynx, unspecified",148.9,371,229487512,0.2
,1981,1981,"Pharynx, unspecified",149,1437,229487512,0.6
,1981,1981,Other,149.8,1,229487512,0.0 (Unreliable)
,1981,1981,Cervical esophagus,150,34,229487512,0
,1981,1981,Thoracic esophagus,150.1,6,229487512,0.0 (Unreliable)
,1981,1981,Abdominal esophagus,150.2,1,229487512,0.0 (Unreliable)
,1981,1981,Upper third of esophagus,150.3,24,229487512,0
,1981,1981,Middle third of esophagus,150.4,44,229487512,0
,1981,1981,Lower third of esophagus,150.5,127,229487512,0.1
,1981,1981,Other specified part,150.8,1,229487512,0.0 (Unreliable)
,1981,1981,"Esophagus, unspecified",150.9,7847,229487512,3.4
,1981,1981,Cardia,151,383,229487512,0.2
,1981,1981,Pylorus,151.1,10,229487512,0.0 (Unreliable)
,1981,1981,Pyloric antrum,151.2,24,229487512,0
,1981,1981,Fundus of stomach,151.3,26,229487512,0
,1981,1981,Body of stomach,151.4,2,229487512,0.0 (Unreliable)
,1981,1981,"Lesser curvature, unspecified",151.5,1,229487512,0.0 (Unreliable)
,1981,1981,Other specified sites of stomach,151.8,5,229487512,0.0 (Unreliable)
,1981,1981,"Stomach, unspecified",151.9,13977,229487512,6.1
,1981,1981,Duodenum,152,280,229487512,0.1
,1981,1981,Jejunum,152.1,68,229487512,0
,1981,1981,Ileum,152.2,98,229487512,0
,1981,1981,"Small intestine, unspecified",152.9,339,229487512,0.1
,1981,1981,Hepatic flexure,153,86,229487512,0
,1981,1981,Transverse colon,153.1,528,229487512,0.2
,1981,1981,Descending colon,153.2,596,229487512,0.3
,1981,1981,Sigmoid colon,153.3,2512,229487512,1.1
,1981,1981,Cecum,153.4,1820,229487512,0.8
,1981,1981,Appendix,153.5,74,229487512,0
,1981,1981,Ascending colon,153.6,1244,229487512,0.5
,1981,1981,Splenic flexure,153.7,74,229487512,0
,1981,1981,Other specified sites of large intestine,153.8,10,229487512,0.0 (Unreliable)
,1981,1981,"Colon, unspecified",153.9,37622,229487512,16.4
,1981,1981,Rectosigmoid junction,154,1327,229487512,0.6
,1981,1981,Rectum,154.1,7097,229487512,3.1
,1981,1981,Anal canal,154.2,12,229487512,0.0 (Unreliable)
,1981,1981,"Anus, unspecified",154.3,176,229487512,0.1
,1981,1981,Other,154.8,71,229487512,0
,1981,1981,"Liver, primary",155,2521,229487512,1.1
,1981,1981,Intrahepatic bile ducts,155.1,516,229487512,0.2
,1981,1981,"Liver, not specified as primary or secondary",155.2,2840,229487512,1.2
,1981,1981,Gallbladder,156,2277,229487512,1
,1981,1981,Extrahepatic bile ducts,156.1,1305,229487512,0.6
,1981,1981,Ampulla of vater,156.2,305,229487512,0.1
,1981,1981,"Biliary tract, part unspecified",156.9,441,229487512,0.2
,1981,1981,Head of pancreas,157,1216,229487512,0.5
,1981,1981,Body of pancreas,157.1,80,229487512,0
,1981,1981,Tail of pancreas,157.2,81,229487512,0
,1981,1981,Pancreatic duct,157.3,4,229487512,0.0 (Unreliable)
,1981,1981,Islets of langerhans,157.4,105,229487512,0
,1981,1981,Other specified sites of pancreas,157.8,2,229487512,0.0 (Unreliable)
,1981,1981,"Pancreas, part unspecified",157.9,20304,229487512,8.8
,1981,1981,Retroperitoneum,158,391,229487512,0.2
,1981,1981,Specified parts of peritoneum,158.8,55,229487512,0
,1981,1981,"Peritoneum, unspecified",158.9,136,229487512,0.1
,1981,1981,"Intestinal tract, part unspecified",159,1621,229487512,0.7
,1981,1981,"Spleen, not elsewhere classified",159.1,13,229487512,0.0 (Unreliable)
,1981,1981,Other sites of digestive system and intra-abdominal organs,159.8,8,229487512,0.0 (Unreliable)
,1981,1981,Ill-defined,159.9,530,229487512,0.2
,1981,1981,Nasal cavities,160,40,229487512,0
,1981,1981,"Auditory tube, middle ear, and mastoid air cells",160.1,11,229487512,0.0 (Unreliable)
,1981,1981,Maxillary sinus,160.2,274,229487512,0.1
,1981,1981,Ethmoidal sinus,160.3,47,229487512,0
,1981,1981,Frontal sinus,160.4,17,229487512,0.0 (Unreliable)
,1981,1981,Sphenoidal sinus,160.5,15,229487512,0.0 (Unreliable)
,1981,1981,"Accessory sinus, unspecified",160.9,77,229487512,0
,1981,1981,Glottis,161,52,229487512,0
,1981,1981,Supraglottis,161.1,200,229487512,0.1
,1981,1981,Subglottis,161.2,5,229487512,0.0 (Unreliable)
,1981,1981,Laryngeal cartilages,161.3,3,229487512,0.0 (Unreliable)
,1981,1981,"Larynx, unspecified",161.9,3271,229487512,1.4
,1981,1981,Trachea,162,156,229487512,0.1
,1981,1981,Main bronchus,162.2,187,229487512,0.1
,1981,1981,"Upper lobe, bronchus or lung",162.3,1450,229487512,0.6
,1981,1981,"Middle lobe, bronchus or lung",162.4,88,229487512,0
,1981,1981,"Lower lobe, bronchus or lung",162.5,509,229487512,0.2
,1981,1981,Other parts of bronchus or lung,162.8,5,229487512,0.0 (Unreliable)
,1981,1981,"Bronchus and lung, unspecified",162.9,104166,229487512,45.4
,1981,1981,Parietal pleura,163,6,229487512,0.0 (Unreliable)
,1981,1981,"Pleura, unspecified",163.9,345,229487512,0.2
,1981,1981,Thymus,164,79,229487512,0
,1981,1981,Heart,164.1,49,229487512,0
,1981,1981,Anterior mediastinum,164.2,2,229487512,0.0 (Unreliable)
,1981,1981,Posterior mediastinum,164.3,3,229487512,0.0 (Unreliable)
,1981,1981,"Mediastinum, part unspecified",164.9,228,229487512,0.1
,1981,1981,"Upper respiratory tract, part unspecified",165,2,229487512,0.0 (Unreliable)
,1981,1981,Other,165.8,1,229487512,0.0 (Unreliable)
,1981,1981,Ill-defined sites within the respiratory system,165.9,8,229487512,0.0 (Unreliable)
,1981,1981,"Bones of skull and face, except mandible",170,91,229487512,0
,1981,1981,Mandible,170.1,95,229487512,0
,1981,1981,"Vertebral column, excluding sacrum and coccyx",170.2,79,229487512,0
,1981,1981,"Ribs, sternum, and clavicle",170.3,21,229487512,0
,1981,1981,Scapula and long bones of upper limb,170.4,34,229487512,0
,1981,1981,Short bones of upper limb,170.5,1,229487512,0.0 (Unreliable)
,1981,1981,"Pelvic bones, sacrum, and coccyx",170.6,88,229487512,0
,1981,1981,Long bones of lower limb,170.7,125,229487512,0.1
,1981,1981,Short bones of lower limb,170.8,2,229487512,0.0 (Unreliable)
,1981,1981,"Bone and articular cartilage, site unspecified",170.9,573,229487512,0.2
,1981,1981,"Head, face, and neck",171,59,229487512,0
,1981,1981,"Upper limb, including shoulder",171.2,62,229487512,0
,1981,1981,"Lower limb, including hip",171.3,269,229487512,0.1
,1981,1981,Thorax,171.4,69,229487512,0
,1981,1981,Abdomen,171.5,135,229487512,0.1
,1981,1981,Pelvis,171.6,97,229487512,0
,1981,1981,"Trunk, unspecified",171.7,16,229487512,0.0 (Unreliable)
,1981,1981,Other specified sites of connective and other soft tissue,171.8,2,229487512,0.0 (Unreliable)
,1981,1981,"Connective and other soft tissue, site unspecified",171.9,1883,229487512,0.8
,1981,1981,Lip,172,2,229487512,0.0 (Unreliable)
,1981,1981,"Eyelid, including canthus",172.1,1,229487512,0.0 (Unreliable)
,1981,1981,Ear and external auditory canal,172.2,24,229487512,0
,1981,1981,Other and unspecified parts of face,172.3,65,229487512,0
,1981,1981,Scalp and neck,172.4,99,229487512,0
,1981,1981,"Trunk, except scrotum",172.5,283,229487512,0.1
,1981,1981,"Upper limb, including shoulder",172.6,130,229487512,0.1
,1981,1981,"Lower limb, including hip",172.7,168,229487512,0.1
,1981,1981,"Melanoma of skin, site unspecified",172.9,4160,229487512,1.8
,1981,1981,Skin of lip,173,17,229487512,0.0 (Unreliable)
,1981,1981,"Eyelid, including canthus",173.1,12,229487512,0.0 (Unreliable)
,1981,1981,Skin of ear and external auditory canal,173.2,152,229487512,0.1
,1981,1981,Skin of other and unspecified parts of face,173.3,268,229487512,0.1
,1981,1981,Scalp and skin of neck,173.4,565,229487512,0.2
,1981,1981,"Skin of trunk, except scrotum",173.5,73,229487512,0
,1981,1981,"Skin of upper limb, including shoulder",173.6,39,229487512,0
,1981,1981,"Skin of lower limb, including hip",173.7,55,229487512,0
,1981,1981,"Skin, site unspecified",173.9,333,229487512,0.1
,1981,1981,Nipple and areola,174,6,229487512,0.0 (Unreliable)
,1981,1981,Upper-inner quadrant,174.2,1,229487512,0.0 (Unreliable)
,1981,1981,Axillary tail,174.6,2,229487512,0.0 (Unreliable)
,1981,1981,Other specified sites of female breast,174.8,2,229487512,0.0 (Unreliable)
,1981,1981,"Breast (female), unspecified",174.9,36472,229487512,15.9
,1981,1981,Malignant neoplasm of male breast,175,254,229487512,0.1
,1981,1981,"Malignant neoplasm of uterus, part unspecified",179,2847,229487512,1.2
,1981,1981,Endocervix,180,67,229487512,0
,1981,1981,Other specified sites of cervix,180.8,6,229487512,0.0 (Unreliable)
,1981,1981,"Cervix uteri, unspecified",180.9,4742,229487512,2.1
,1981,1981,Malignant neoplasm of placenta,181,20,229487512,0
,1981,1981,"Corpus uteri, except isthmus",182,3036,229487512,1.3
,1981,1981,Ovary,183,10858,229487512,4.7
,1981,1981,Fallopian tube,183.2,140,229487512,0.1
,1981,1981,Other specified sites of uterine adnexa,183.8,4,229487512,0.0 (Unreliable)
,1981,1981,"Uterine adnexa, unspecified",183.9,4,229487512,0.0 (Unreliable)
,1981,1981,Vagina,184,364,229487512,0.2
,1981,1981,Labia majora,184.1,10,229487512,0.0 (Unreliable)
,1981,1981,Clitoris,184.3,5,229487512,0.0 (Unreliable)
,1981,1981,"Vulva, unspecified",184.4,541,229487512,0.2
,1981,1981,Other specified sites of female genital organs,184.8,15,229487512,0.0 (Unreliable)
,1981,1981,"Female genital organ, site unspecified",184.9,59,229487512,0
,1981,1981,Malignant neoplasm of prostate,185,23370,229487512,10.2
,1981,1981,Other and unspecified testis,186.9,425,229487512,0.2
,1981,1981,Prepuce,187.1,1,229487512,0.0 (Unreliable)
,1981,1981,Glans penis,187.2,1,229487512,0.0 (Unreliable)
,1981,1981,"Penis, part unspecified",187.4,177,229487512,0.1
,1981,1981,Spermatic cord,187.6,6,229487512,0.0 (Unreliable)
,1981,1981,Scrotum,187.7,19,229487512,0.0 (Unreliable)
,1981,1981,Other specified sites of male genital organs,187.8,1,229487512,0.0 (Unreliable)
,1981,1981,"Male genital organ, site unspecified",187.9,14,229487512,0.0 (Unreliable)
